layer,bits,group_size,numel,mse,nmse,max_abs_error,mean_scale
model.layers.5.self_attn.v_proj,8,128,1048576,3.622890432097847e-08,4.586045268162471e-05,0.0008150842040777206,0.0006428624037653208
model.layers.5.self_attn.o_proj,8,128,2097152,3.03473939311516e-08,4.2182700493823866e-05,0.0023318305611610413,0.0005786551046185195
model.layers.5.mlp.gate_proj,8,128,3145728,5.063338903710246e-08,4.273228349860604e-05,0.0022414810955524445,0.000756972876843065
model.layers.5.mlp.up_proj,8,128,3145728,3.014595269708783e-08,4.3798192519754367e-05,0.0014495849609375,0.0005905804573558271
model.layers.5.mlp.down_proj,8,128,3145728,3.1190140248327225e-08,4.7992422250195594e-05,0.0016022929921746254,0.0005986780161038041
model.layers.6.self_attn.q_proj,8,128,2097152,4.0443524085276294e-08,4.446192736302102e-05,0.0016897600144147873,0.0006246517295949161
model.layers.6.self_attn.k_proj,8,128,1048576,3.528568726096637e-08,4.637672211115978e-05,0.0019516833126544952,0.0005850393790751696
model.layers.6.self_attn.v_proj,8,128,1048576,3.56576705939915e-08,4.491790167965951e-05,0.0006478354334831238,0.000639604520983994
model.layers.6.self_attn.o_proj,8,128,2097152,2.7205283359421628e-08,4.3255872790635776e-05,0.001414380967617035,0.0005493484786711633
model.layers.6.mlp.gate_proj,8,128,3145728,4.7814116517959824e-08,4.263773345413231e-05,0.00121307373046875,0.0007357701542787254
model.layers.6.mlp.up_proj,8,128,3145728,2.9957305969219306e-08,4.367633006420443e-05,0.001095753163099289,0.000589062343351543
model.layers.6.mlp.down_proj,8,128,3145728,3.0331638830224015e-08,4.796294016406915e-05,0.002777818590402603,0.0005912054912187159
model.layers.7.self_attn.q_proj,8,128,2097152,3.670570336566925e-08,4.439065560204368e-05,0.0015494227409362793,0.0006269895820878446
model.layers.7.self_attn.k_proj,8,128,1048576,3.01600842078642e-08,4.3696052195589976e-05,0.0010649897158145905,0.0005743035580962896
model.layers.7.self_attn.v_proj,8,128,1048576,3.463842901396674e-08,4.51741803689702e-05,0.0019886884838342667,0.0006311922916211188
model.layers.7.self_attn.o_proj,8,128,2097152,2.761901640724318e-08,4.3150754367305525e-05,0.0012995153665542603,0.0005581855657510459
model.layers.7.mlp.gate_proj,8,128,3145728,4.8001505585186045e-08,4.23099132972071e-05,0.0012966357171535492,0.000734302680939436
model.layers.7.mlp.up_proj,8,128,3145728,2.9510985655178956e-08,4.3632855474834836e-05,0.0011245831847190857,0.0005825748667120934
model.layers.7.mlp.down_proj,8,128,3145728,2.940505320718027e-08,4.826169984956959e-05,0.002233792096376419,0.0005790638388134539
model.layers.8.self_attn.q_proj,8,128,2097152,3.976823848006461e-08,4.4290242718156694e-05,0.0013225823640823364,0.0006289231823757291
model.layers.8.self_attn.k_proj,8,128,1048576,3.535647863373015e-08,4.8674077248592995e-05,0.002608649432659149,0.0005862964317202568
model.layers.8.self_attn.v_proj,8,128,1048576,3.4052455077926425e-08,4.459433907688031e-05,0.000776633620262146,0.0006292987964116037
model.layers.8.self_attn.o_proj,8,128,2097152,2.6485118098662497e-08,4.322203190543934e-05,0.0013360455632209778,0.000542965077329427
model.layers.8.mlp.gate_proj,8,128,3145728,4.6471001269310364e-08,4.286450041256974e-05,0.00319497287273407,0.0007194417412392795
model.layers.8.mlp.up_proj,8,128,3145728,2.9670864876152336e-08,4.3829886255239684e-05,0.0016897607129067183,0.0005857969517819583
model.layers.8.mlp.down_proj,8,128,3145728,2.992489811504129e-08,4.7759816736760235e-05,0.0014609992504119873,0.0005837871576659381
model.layers.9.self_attn.q_proj,8,128,2097152,4.015043941762997e-08,4.4886287600308217e-05,0.0014071762561798096,0.0006348856259137392
model.layers.9.self_attn.k_proj,8,128,1048576,3.2809584382675894e-08,4.626231658571395e-05,0.002067986875772476,0.0005811610608361661
model.layers.9.self_attn.v_proj,8,128,1048576,3.417805061189938e-08,4.68176590053017e-05,0.001364879310131073,0.0006203937227837741
model.layers.9.self_attn.o_proj,8,128,2097152,2.7451278583612293e-08,4.358345094593431e-05,0.0013783369213342667,0.0005460588727146387
model.layers.9.mlp.gate_proj,8,128,3145728,4.915018318267054e-08,4.312701501536373e-05,0.0017685778439044952,0.00073248177068308
model.layers.9.mlp.up_proj,8,128,3145728,3.07309117412539e-08,4.393378885571856e-05,0.000982329249382019,0.0005942644202150404
model.layers.9.mlp.down_proj,8,128,3145728,2.93518903996907e-08,4.9264692771570905e-05,0.0015897974371910095,0.0005771506112068892
model.layers.10.self_attn.q_proj,8,128,2097152,3.7295425414640704e-08,4.4494050968791915e-05,0.0013552680611610413,0.0006344873690977693
model.layers.10.self_attn.k_proj,8,128,1048576,3.142718441040415e-08,4.32498471992182e-05,0.0010130871087312698,0.0005877725780010223
model.layers.10.self_attn.v_proj,8,128,1048576,3.239466650484246e-08,4.448104285987743e-05,0.0006536021828651428,0.0006132402922958136
model.layers.10.self_attn.o_proj,8,128,2097152,2.626056883059391e-08,4.343256251848687e-05,0.0012360829859972,0.0005392442108131945
model.layers.10.mlp.gate_proj,8,128,3145728,4.9406774375408226e-08,4.3881307358752275e-05,0.0020569339394569397,0.000722316384781152
model.layers.10.mlp.up_proj,8,128,3145728,3.100605520482228e-08,4.530805980741855e-05,0.0016823115292936563,0.000592076568864286
model.layers.10.mlp.down_proj,8,128,3145728,2.921360220398128e-08,5.2307805792792774e-05,0.0015196315944194794,0.0005736724124290049
model.layers.11.self_attn.q_proj,8,128,2097152,4.467791825391032e-08,4.569408255309053e-05,0.001747429370880127,0.0006501871393993497
model.layers.11.self_attn.k_proj,8,128,1048576,3.3184374359507274e-08,4.683979110681768e-05,0.0014686882495880127,0.0005805659457109869
model.layers.11.self_attn.v_proj,8,128,1048576,3.1606692374452905e-08,4.792048820862518e-05,0.0008458420634269714,0.0005972835933789611
model.layers.11.self_attn.o_proj,8,128,2097152,2.3961582940046355e-08,4.416519625441202e-05,0.001537904143333435,0.0004937879857607186
model.layers.11.mlp.gate_proj,8,128,3145728,4.234281902881776e-08,4.388236401435199e-05,0.0019992589950561523,0.0006775245419703424
model.layers.11.mlp.up_proj,8,128,3145728,3.216607069589372e-08,4.4219984085442846e-05,0.0010933461599051952,0.0006060978630557656
model.layers.11.mlp.down_proj,8,128,3145728,3.128481059396412e-08,4.977658546892815e-05,0.0015801861882209778,0.0005950907943770289
model.layers.12.self_attn.q_proj,8,128,2097152,4.032865419389964e-08,4.4062861887636476e-05,0.001453310251235962,0.0006353313219733536
model.layers.12.self_attn.k_proj,8,128,1048576,2.933282061690079e-08,4.448493524308981e-05,0.0014686882495880127,0.0005564687307924032
model.layers.12.self_attn.v_proj,8,128,1048576,3.0608461543124577e-08,4.40964124113773e-05,0.0006017014384269714,0.0005960260168649256
model.layers.12.self_attn.o_proj,8,128,2097152,2.3415450911556945e-08,4.3291265083486746e-05,0.001129150390625,0.0005101675633341074
model.layers.12.mlp.gate_proj,8,128,3145728,3.8476907585997346e-08,4.359467706005122e-05,0.0012437701225280762,0.0006487663486041129
model.layers.12.mlp.up_proj,8,128,3145728,3.151032027896387e-08,4.44925752726059e-05,0.0011317934840917587,0.0005998144624754786
model.layers.12.mlp.down_proj,8,128,3145728,3.059931922659113e-08,4.908520178844665e-05,0.001894492655992508,0.0005865378770977259
model.layers.13.self_attn.q_proj,8,128,2097152,3.723367569818947e-08,4.3915700221516365e-05,0.0018108710646629333,0.000603949127253145
model.layers.13.self_attn.k_proj,8,128,1048576,2.623107420163251e-08,4.452124275763039e-05,0.0011721635237336159,0.0005260538309812546
model.layers.13.self_attn.v_proj,8,128,1048576,3.0471809964183194e-08,4.4092047806941556e-05,0.0006029023788869381,0.0005945310113020241
model.layers.13.self_attn.o_proj,8,128,2097152,2.212934901990593e-08,4.358345674692013e-05,0.0009804069995880127,0.0004935006145387888
model.layers.13.mlp.gate_proj,8,128,3145728,3.621183234751394e-08,4.4517588507133224e-05,0.002014636993408203,0.0006233456078916788
model.layers.13.mlp.up_proj,8,128,3145728,2.9123820392366422e-08,4.468954443657357e-05,0.0009477268904447556,0.0005760760395787656
model.layers.13.mlp.down_proj,8,128,3145728,2.928215299865163e-08,5.079230268482411e-05,0.0018070340156555176,0.0005744699737988412
model.layers.14.self_attn.q_proj,8,128,2097152,3.655429736681981e-08,4.4814061873925805e-05,0.001361035741865635,0.0006035651313140988
model.layers.14.self_attn.k_proj,8,128,1048576,2.6817771114906463e-08,4.5872242113074256e-05,0.001353338360786438,0.0005228897207416594
model.layers.14.self_attn.v_proj,8,128,1048576,2.7421970472119028e-08,4.4448671196441775e-05,0.0005959346890449524,0.0005635711131617427
model.layers.14.self_attn.o_proj,8,128,2097152,2.0845083881226856e-08,4.336001867134646e-05,0.0010995864868164062,0.000481106253573671
model.layers.14.mlp.gate_proj,8,128,3145728,3.362784421293933e-08,4.523716028538412e-05,0.001697630388662219,0.0005979054258204997
model.layers.14.mlp.up_proj,8,128,3145728,2.7493986938983046e-08,4.5329869126224534e-05,0.0013225823640823364,0.0005582813173532486
model.layers.14.mlp.down_proj,8,128,3145728,2.9103124650949514e-08,5.221857831148577e-05,0.0013565304689109325,0.0005726351519115269
model.layers.15.self_attn.q_proj,8,128,2097152,3.762887956781924e-08,4.437212560935728e-05,0.0017974115908145905,0.0006084599299356341
model.layers.15.self_attn.k_proj,8,128,1048576,2.337518623107826e-08,4.4872276271592083e-05,0.001034233719110489,0.0004998741205781698
model.layers.15.self_attn.v_proj,8,128,1048576,3.090487510348794e-08,4.623204166267117e-05,0.0009756013751029968,0.0005916946101933718
model.layers.15.self_attn.o_proj,8,128,2097152,2.3405403837273298e-08,4.399663348165639e-05,0.0012572277337312698,0.0005064743454568088
model.layers.15.mlp.gate_proj,8,128,3145728,3.4204800177424964e-08,4.557149149384114e-05,0.0020838454365730286,0.0005977464024908841
model.layers.15.mlp.up_proj,8,128,3145728,2.873893360325989e-08,4.551448217503292e-05,0.0012572277337312698,0.0005692422855645418
model.layers.15.mlp.down_proj,8,128,3145728,2.8857326602368023e-08,5.191410483736196e-05,0.001537904143333435,0.0005695473519153893
model.layers.16.self_attn.q_proj,8,128,2097152,4.4713480917835113e-08,4.489415430724975e-05,0.0017282068729400635,0.0006307222647592425
model.layers.16.self_attn.k_proj,8,128,1048576,3.026170958264629e-08,5.350702280304659e-05,0.0032526403665542603,0.0005200548912398517
model.layers.16.self_attn.v_proj,8,128,1048576,3.0421013264003705e-08,4.609626849296705e-05,0.0006172000430524349,0.00058971275575459
model.layers.16.self_attn.o_proj,8,128,2097152,2.2920385589486614e-08,4.3783397576338256e-05,0.0013341158628463745,0.0005000837263651192
model.layers.16.mlp.gate_proj,8,128,3145728,3.4228655465540214e-08,4.646125587863756e-05,0.0015897974371910095,0.0006006243056617677
model.layers.16.mlp.up_proj,8,128,3145728,3.1771314468187484e-08,4.714727554129333e-05,0.0015801861882209778,0.0005963194416835904
model.layers.16.mlp.down_proj,8,128,3145728,3.1162021703797414e-08,5.4835308485135676e-05,0.001864694058895111,0.0005886195576749742
model.layers.17.self_attn.q_proj,8,128,2097152,4.075076986964632e-08,4.612797453887947e-05,0.0013687312602996826,0.0006327341543510556
model.layers.17.self_attn.k_proj,8,128,1048576,2.468316395720649e-08,4.566913889667932e-05,0.0009977072477340698,0.0005131621728651226
model.layers.17.self_attn.v_proj,8,128,1048576,3.267267345563596e-08,4.617054844440605e-05,0.000748281367123127,0.0006098562153056264
model.layers.17.self_attn.o_proj,8,128,2097152,2.3127446624471304e-08,4.3874974885749303e-05,0.0010457634925842285,0.0005024929996579885
model.layers.17.mlp.gate_proj,8,128,3145728,3.455589592249453e-08,4.6549802730293143e-05,0.0015323669649660587,0.0006025545881129801
model.layers.17.mlp.up_proj,8,128,3145728,3.27778100957706e-08,4.546527670201357e-05,0.00115966796875,0.0006088872905820608
model.layers.17.mlp.down_proj,8,128,3145728,2.9797329640738706e-08,5.170494222422811e-05,0.0014609992504119873,0.0005837380886077881
model.layers.18.self_attn.q_proj,8,128,2097152,4.059959834989968e-08,4.4229215413636574e-05,0.0016224756836891174,0.0006134101422503591
model.layers.18.self_attn.k_proj,8,128,1048576,2.449979774610256e-08,4.7446800631052124e-05,0.0015475079417228699,0.0004971670568920672
model.layers.18.self_attn.v_proj,8,128,1048576,3.0284056151685945e-08,4.690240795796989e-05,0.0006785951554775238,0.0005911236512474716
model.layers.18.self_attn.o_proj,8,128,2097152,2.1471924682714416e-08,4.412109329329871e-05,0.0009943442419171333,0.0004906253889203072
model.layers.18.mlp.gate_proj,8,128,3145728,3.507174994865636e-08,4.728261808504315e-05,0.0023563415743410587,0.0006029460928402841
model.layers.18.mlp.up_proj,8,128,3145728,3.360852929290559e-08,4.568947953292247e-05,0.0012543443590402603,0.00061558693414554
model.layers.18.mlp.down_proj,8,128,3145728,3.313700365955204e-08,5.286186006096112e-05,0.0017647328786551952,0.0006123771890997887
model.layers.19.self_attn.q_proj,8,128,2097152,4.4685606326311245e-08,4.4439683790146304e-05,0.001576341688632965,0.0006278105429373682
model.layers.19.self_attn.k_proj,8,128,1048576,2.4867006231943378e-08,4.7331035470752296e-05,0.0016167107969522476,0.0005054182256571949
model.layers.19.self_attn.v_proj,8,128,1048576,3.258103475900498e-08,4.8835139221676494e-05,0.0007989837322384119,0.0006003159796819091
model.layers.19.self_attn.o_proj,8,128,2097152,2.3791017156327143e-08,4.40524407152177e-05,0.0011077644303441048,0.0005137115949764848
model.layers.19.mlp.gate_proj,8,128,3145728,3.38747530766644e-08,4.7173078339310066e-05,0.0016940860077738762,0.0005936719826422632
model.layers.19.mlp.up_proj,8,128,3145728,3.778815009051565e-08,4.689257763480169e-05,0.0023563415743410587,0.0006460758741013706
model.layers.19.mlp.down_proj,8,128,3145728,3.841045762934906e-08,5.473863375745665e-05,0.001653239130973816,0.0006509061786346138
model.layers.20.self_attn.q_proj,8,128,2097152,5.141561132404604e-08,4.64655366780978e-05,0.001714751124382019,0.0006812649080529809
model.layers.20.self_attn.k_proj,8,128,1048576,2.9838364667966744e-08,4.859455530633958e-05,0.0012476183474063873,0.0005585432518273592
model.layers.20.self_attn.v_proj,8,128,1048576,3.766836442764543e-08,5.152387263475983e-05,0.0010554995387792587,0.0006425398169085383
model.layers.20.self_attn.o_proj,8,128,2097152,2.6831026289642068e-08,4.461103594062085e-05,0.0014071762561798096,0.0005442072288133204
model.layers.20.mlp.gate_proj,8,128,3145728,3.501108854682874e-08,4.650111119955098e-05,0.002352982759475708,0.0006125483778305352
model.layers.20.mlp.up_proj,8,128,3145728,4.075412599983489e-08,4.559727224037243e-05,0.0018912488594651222,0.0006789164035581052
model.layers.20.mlp.down_proj,8,128,3145728,3.985006931846632e-08,5.043922346657395e-05,0.002082403749227524,0.0006684371619485319
model.layers.21.self_attn.q_proj,8,128,2097152,5.153142623726126e-08,4.50394446864936e-05,0.00156480073928833,0.0006898161955177784
model.layers.21.self_attn.k_proj,8,128,1048576,3.217961719315099e-08,5.01182071297693e-05,0.00246591679751873,0.0005537285469472408
model.layers.21.self_attn.v_proj,8,128,1048576,4.0291936898029235e-08,4.8539234267922455e-05,0.0009986702352762222,0.0006615474121645093
model.layers.21.self_attn.o_proj,8,128,2097152,2.9569836357268287e-08,4.4053201113714054e-05,0.0011995583772659302,0.0005712087149731815
model.layers.21.mlp.gate_proj,8,128,3145728,3.593429198645026e-08,4.571465112218756e-05,0.002410888671875,0.0006248676800169051
model.layers.21.mlp.up_proj,8,128,3145728,4.638203184489006e-08,4.547641737817269e-05,0.002429872751235962,0.0007237709942273796
model.layers.21.mlp.down_proj,8,128,3145728,4.33372093766593e-08,4.751843935765269e-05,0.0023673949763178825,0.0006964956992305815
model.layers.22.self_attn.q_proj,8,128,2097152,4.928869046239015e-08,4.444277944697597e-05,0.0013523846864700317,0.0006793133798055351
model.layers.22.self_attn.k_proj,8,128,1048576,3.09221590555353e-08,4.5917538675791785e-05,0.0011452501639723778,0.0005647810758091509
model.layers.22.self_attn.v_proj,8,128,1048576,4.1185167276580614e-08,4.9525491237185896e-05,0.0009563770145177841,0.000679564313031733
model.layers.22.self_attn.o_proj,8,128,2097152,2.8839210131081927e-08,4.2585288736399156e-05,0.001263955608010292,0.0005688957753591239
model.layers.22.mlp.gate_proj,8,128,3145728,3.7702863645942365e-08,4.514727243614083e-05,0.002662959508597851,0.0006457818089984357
model.layers.22.mlp.up_proj,8,128,3145728,4.937690315879687e-08,4.467682667495119e-05,0.002457265742123127,0.0007530646398663521
model.layers.22.mlp.down_proj,8,128,3145728,4.6922380647629325e-08,4.618365125878781e-05,0.002463273238390684,0.0007245836313813925
model.layers.23.self_attn.q_proj,8,128,2097152,4.225280747505167e-08,4.5968076249755876e-05,0.001453310251235962,0.0006533839623443782
model.layers.23.self_attn.k_proj,8,128,1048576,3.036948470480638e-08,4.77487553980818e-05,0.0010967124253511429,0.0005637401482090354
model.layers.23.self_attn.v_proj,8,128,1048576,3.9624364234214227e-08,5.016462562110367e-05,0.0011659152805805206,0.0006627982947975397
model.layers.23.self_attn.o_proj,8,128,2097152,2.992416980873713e-08,4.356594960757563e-05,0.0010832529515028,0.0005818436620756984
model.layers.23.mlp.gate_proj,8,128,3145728,3.8203265736077206e-08,4.398617938994472e-05,0.0019560083746910095,0.0006571018602699041
model.layers.23.mlp.up_proj,8,128,3145728,5.1058492545053014e-08,4.4259262719669544e-05,0.0028374120593070984,0.0007679531699977815
model.layers.23.mlp.down_proj,8,128,3145728,4.873436409980059e-08,4.519858983638785e-05,0.0027412958443164825,0.0007354216650128365
model.layers.24.self_attn.q_proj,8,128,2097152,5.0194078227150385e-08,4.698375392625145e-05,0.001714751124382019,0.0006895597325637937
model.layers.24.self_attn.k_proj,8,128,1048576,3.03429033010616e-08,4.7343611626291006e-05,0.0009650290012359619,0.0005556510295718908
model.layers.24.self_attn.v_proj,8,128,1048576,3.763225819852778e-08,4.841698461004241e-05,0.0007785595953464508,0.0006535705178976059
model.layers.24.self_attn.o_proj,8,128,2097152,3.0218153312944196e-08,4.326782374745309e-05,0.0009746402502059937,0.0005856013740412891
model.layers.24.mlp.gate_proj,8,128,3145728,3.7078540534215186e-08,4.390399551889184e-05,0.0023375973105430603,0.0006488732760772109
model.layers.24.mlp.up_proj,8,128,3145728,5.1799081764632625e-08,4.3757963695538905e-05,0.0017921272665262222,0.0007755898986943066
model.layers.24.mlp.down_proj,8,128,3145728,4.928816110805201e-08,4.4474748227828445e-05,0.0018964149057865143,0.000743191281799227
model.layers.25.self_attn.q_proj,8,128,2097152,5.129113134216823e-08,4.6886005276252333e-05,0.001537904143333435,0.0006890338263474405
model.layers.25.self_attn.k_proj,8,128,1048576,2.6345084336298896e-08,4.6819922691006526e-05,0.0007900930941104889,0.0005217830184847116
model.layers.25.self_attn.v_proj,8,128,1048576,4.5297049666714884e-08,4.790451147854998e-05,0.0008641941240057349,0.0007181075634434819
model.layers.25.self_attn.o_proj,8,128,2097152,3.315888363886188e-08,4.286897887824415e-05,0.0009285043925046921,0.0006140603800304234
model.layers.25.mlp.gate_proj,8,128,3145728,3.561512329497418e-08,4.433985504144487e-05,0.001991569995880127,0.0006351111805997789
model.layers.25.mlp.up_proj,8,128,3145728,5.2533067673721234e-08,4.388791927404806e-05,0.0026720911264419556,0.0007792462129145861
model.layers.25.mlp.down_proj,8,128,3145728,4.8527885117740276e-08,4.428409253684141e-05,0.0023385584354400635,0.0007439840701408684
model.layers.26.self_attn.q_proj,8,128,2097152,5.862344210072479e-08,4.580216885012003e-05,0.0013523846864700317,0.0007301258156076074
model.layers.26.self_attn.k_proj,8,128,1048576,2.495973916438743e-08,4.5875407980444286e-05,0.000928984023630619,0.0005093364743515849
model.layers.26.self_attn.v_proj,8,128,1048576,3.9754539216119156e-08,4.550759969674328e-05,0.0007524862885475159,0.0006755167851224542
model.layers.26.self_attn.o_proj,8,128,2097152,3.27429177104932e-08,4.330225629593492e-05,0.001538134180009365,0.000594991899561137
model.layers.26.mlp.gate_proj,8,128,3145728,3.536598569553462e-08,4.517846496983507e-05,0.0040600597858428955,0.0006253482424654067
model.layers.26.mlp.up_proj,8,128,3145728,5.13937645033972e-08,4.3990091673286404e-05,0.0042906999588012695,0.0007663967553526163
model.layers.26.mlp.down_proj,8,128,3145728,4.593485414261522e-08,4.566418022446303e-05,0.0025125332176685333,0.0007219924009405077
model.layers.27.self_attn.q_proj,8,128,2097152,4.097157457749745e-08,4.348867733978962e-05,0.0016801506280899048,0.0006630761781707406
model.layers.27.self_attn.k_proj,8,128,1048576,3.617515886844558e-08,4.4430264482862606e-05,0.0026591159403324127,0.0006312173209153116
model.layers.27.self_attn.v_proj,8,128,1048576,4.581274382076117e-08,4.387989185257765e-05,0.0010198159143328667,0.0007319213473238051
model.layers.27.self_attn.o_proj,8,128,2097152,3.5606316117764436e-08,4.20688023083368e-05,0.0011880230158567429,0.000641946098767221
model.layers.27.mlp.gate_proj,8,128,3145728,4.1614626411501376e-08,4.433338970096635e-05,0.004382997751235962,0.0006532738916575909
model.layers.27.mlp.up_proj,8,128,3145728,4.7867501962173264e-08,4.476839982909388e-05,0.004850134253501892,0.0007203570567071438
model.layers.27.mlp.down_proj,8,128,3145728,3.7336121749831364e-08,5.12968437906661e-05,0.002172272652387619,0.0006473478279076517
